Chapter,Side,Checkpoint,Room,Name,Type,x,y
3,a,2,08-d,Celestial Resort A - Room 08-d,room,2240,0
3,a,2,06-d,Celestial Resort A - Room 06-d,room,1600,0
3,a,2,04-d,Celestial Resort A - Room 04-d,room,960,0
3,a,2,04-c,Celestial Resort A - Room 04-c,room,960,184
3,a,2,02-c,Celestial Resort A - Room 02-c,room,320,184
3,a,2,03-b,Celestial Resort A - Room 03-b,room,640,368
3,a,2,01-c,Celestial Resort A - Room 01-c,room,0,184
3,a,2,02-d,Celestial Resort A - Room 02-d,room,0,0
3,a,3,00-d,Celestial Resort A - Room 00-d,room,0,184
3,a,3,roof00,Celestial Resort A - Room roof00,room,0,0
3,a,3,roof01,Celestial Resort A - Room roof01,room,808,0
3,a,3,roof02,Celestial Resort A - Room roof02,room,1224,0
3,a,3,roof03,Celestial Resort A - Room roof03,room,1688,0
3,a,3,roof04,Celestial Resort A - Room roof04,room,2664,0
3,a,3,roof05,Celestial Resort A - Room roof05,room,3000,0
3,a,3,roof06b,Celestial Resort A - Room roof06b,room,3816,0
3,a,3,roof06,Celestial Resort A - Room roof06,room,4424,0
3,a,3,roof07,Celestial Resort A - Room roof07,room,6456,0
3,b,0,00,Celestial Resort B - Golden Strawberry,golden,29,92
3,b,0,back,Celestial Resort B - Room back Binoculars,bino,1263,87
3,b,2,12,Celestial Resort B - Room 12 Binoculars,bino,38,63
3,b,1,06,Celestial Resort B - Staff Quarters,checkpoint,29,141
3,b,2,11,Celestial Resort B - Library,checkpoint,46,81
3,b,3,16,Celestial Resort B - Rooftop,checkpoint,74,124
3,b,3,end,Celestial Resort B - Level Clear,clear,494,87
3,b,0,00,Celestial Resort B - Room 00,room,1672,24
3,b,0,back,Celestial Resort B - Room back,room,0,24
3,b,0,01,Celestial Resort B - Room 01,room,1992,24
3,b,0,02,Celestial Resort B - Room 02,room,2512,0
3,b,0,03,Celestial Resort B - Room 03,room,3272,0
3,b,0,04,Celestial Resort B - Room 04,room,3600,0
3,b,0,05,Celestial Resort B - Room 05,room,3928,0
3,b,1,06,Celestial Resort B - Room 06,room,0,776
3,b,1,07,Celestial Resort B - Room 07,room,464,776
3,b,1,08,Celestial Resort B - Room 08,room,784,560
3,b,1,09,Celestial Resort B - Room 09,room,912,376
3,b,1,10,Celestial Resort B - Room 10,room,1504,0
3,b,2,11,Celestial Resort B - Room 11,room,0,104
3,b,2,13,Celestial Resort B - Room 13,room,432,32
3,b,2,14,Celestial Resort B - Room 14,room,1056,0
3,b,2,15,Celestial Resort B - Room 15,room,1488,64
3,b,2,12,Celestial Resort B - Room 12,room,1808,88
3,b,3,16,Celestial Resort B - Room 16,room,0,184
3,b,3,17,Celestial Resort B - Room 17,room,0,0
3,b,3,18,Celestial Resort B - Room 18,room,664,0
3,b,3,19,Celestial Resort B - Room 19,room,1432,0
3,b,3,21,Celestial Resort B - Room 21,room,1864,0
3,b,3,20,Celestial Resort B - Room 20,room,2640,0
3,b,3,end,Celestial Resort B - Room end,room,3024,184
3,c,0,00,Celestial Resort C - Golden Strawberry,golden,33,96
3,c,0,02,Celestial Resort C - Room 02 Binoculars,bino,55,79
3,c,0,02,Celestial Resort C - Level Clear,clear,1479,80
3,c,0,00,Celestial Resort C - Room 00,room,0,288
3,c,0,01,Celestial Resort C - Room 01,room,232,104
3,c,0,02,Celestial Resort C - Room 02,room,576,0
4,a,0,a-00,Golden Ridge A - Golden Strawberry,golden,24,233
4,a,0,a-01x,Golden Ridge A - Room a-01x Strawberry,berry,256,72
4,a,0,a-02,Golden Ridge A - Room a-02 Strawberry,berry,312,176
4,a,0,a-03,Golden Ridge A - Room a-03 Strawberry,berry,344,40
4,a,0,a-04,Golden Ridge A - Room a-04 Strawberry,berry,448,80
4,a,0,a-06,Golden Ridge A - Room a-06 Strawberry,berry,160,160
4,a,0,a-07,Golden Ridge A - Room a-07 Strawberry,berry,192,48
4,a,0,a-10,Golden Ridge A - Room a-10 Strawberry,berry,184,104
4,a,0,a-09,Golden Ridge A - Room a-09 Strawberry,berry,184,112
4,a,1,b-01,Golden Ridge A - Room b-01 Strawberry 1,berry,344,48
4,a,1,b-01,Golden Ridge A - Room b-01 Strawberry 2,berry,416,72
4,a,1,b-04,Golden Ridge A - Room b-04 Strawberry,berry,192,40
4,a,1,b-07,Golden Ridge A - Room b-07 Strawberry,berry,328,80
4,a,1,b-03,Golden Ridge A - Room b-03 Strawberry,berry,160,72
4,a,1,b-02,Golden Ridge A - Room b-02 Strawberry 1,berry,336,216
4,a,1,b-02,Golden Ridge A - Room b-02 Strawberry 2,berry,280,48
4,a,1,b-secb,Golden Ridge A - Room b-secb Strawberry,berry,72,48
4,a,1,b-08,Golden Ridge A - Room b-08 Strawberry,berry,568,48
4,a,2,c-00,Golden Ridge A - Room c-00 Strawberry,berry,424,208
4,a,2,c-01,Golden Ridge A - Room c-01 Strawberry,berry,208,40
4,a,2,c-05,Golden Ridge A - Room c-05 Strawberry,berry,656,80
4,a,2,c-06,Golden Ridge A - Room c-06 Strawberry,berry,224,152
4,a,2,c-06b,Golden Ridge A - Room c-06b Strawberry,berry,24,136
4,a,2,c-08,Golden Ridge A - Room c-08 Strawberry,berry,40,280
4,a,2,c-10,Golden Ridge A - Room c-10 Strawberry,berry,56,128
4,a,3,d-00b,Golden Ridge A - Room d-00b Strawberry,berry,480,160
4,a,3,d-01,Golden Ridge A - Room d-01 Strawberry,berry,208,160
4,a,3,d-04,Golden Ridge A - Room d-04 Strawberry,berry,608,16
4,a,3,d-07,Golden Ridge A - Room d-07 Strawberry,berry,128,40
4,a,3,d-09,Golden Ridge A - Room d-09 Strawberry,berry,1096,128
4,a,0,a-11,Golden Ridge A - Room a-11 Binoculars,bino,751,103
4,a,1,b-02,Golden Ridge A - Room b-02 Binoculars,bino,23,207
4,a,3,d-00b,Golden Ridge A - Room d-00b Binoculars,bino,471,327
4,a,1,b-00,Golden Ridge A - Shrine,checkpoint,235,437
4,a,2,c-00,Golden Ridge A - Old Trail,checkpoint,27,181
4,a,3,d-00,Golden Ridge A - Cliff Face,checkpoint,43,149
4,a,3,d-10,Golden Ridge A - Level Clear,clear,175,804
4,a,0,a-11,Golden Ridge A - Cassette,cassette,39,135
4,a,1,b-sec,Golden Ridge A - Crystal Heart,heart,159,49
4,a,0,a-00,Golden Ridge A - Room a-00,room,0,872
4,a,0,a-01,Golden Ridge A - Room a-01,room,472,664
4,a,0,a-01x,Golden Ridge A - Room a-01x,room,840,528
4,a,0,a-02,Golden Ridge A - Room a-02,room,1760,576
4,a,0,a-03,Golden Ridge A - Room a-03,room,2248,592
4,a,0,a-04,Golden Ridge A - Room a-04,room,2840,592
4,a,0,a-05,Golden Ridge A - Room a-05,room,3320,520
4,a,0,a-06,Golden Ridge A - Room a-06,room,3704,448
4,a,0,a-07,Golden Ridge A - Room a-07,room,4064,424
4,a,0,a-08,Golden Ridge A - Room a-08,room,4384,280
4,a,0,a-10,Golden Ridge A - Room a-10,room,4064,152
4,a,0,a-11,Golden Ridge A - Room a-11,room,3280,128
4,a,0,a-09,Golden Ridge A - Room a-09,room,4440,0
4,a,1,b-00,Golden Ridge A - Room b-00,room,720,648
4,a,1,b-01,Golden Ridge A - Room b-01,room,1040,984
4,a,1,b-04,Golden Ridge A - Room b-04,room,320,648
4,a,1,b-06,Golden Ridge A - Room b-06,room,0,464
4,a,1,b-07,Golden Ridge A - Room b-07,room,0,872
4,a,1,b-03,Golden Ridge A - Room b-03,room,400,872
4,a,1,b-02,Golden Ridge A - Room b-02,room,1040,648
4,a,1,b-sec,Golden Ridge A - Room b-sec,room,1416,384
4,a,1,b-secb,Golden Ridge A - Room b-secb,room,1736,560
4,a,1,b-05,Golden Ridge A - Room b-05,room,320,464
4,a,1,b-08b,Golden Ridge A - Room b-08b,room,1096,216
4,a,1,b-08,Golden Ridge A - Room b-08,room,1336,0
4,a,2,c-00,Golden Ridge A - Room c-00,room,320,1976
4,a,2,c-01,Golden Ridge A - Room c-01,room,0,1880
4,a,2,c-02,Golden Ridge A - Room c-02,room,1104,1912
4,a,2,c-04,Golden Ridge A - Room c-04,room,1384,1728
4,a,2,c-05,Golden Ridge A - Room c-05,room,1912,1584
4,a,2,c-06,Golden Ridge A - Room c-06,room,2416,952
4,a,2,c-06b,Golden Ridge A - Room c-06b,room,2096,1088
4,a,2,c-09,Golden Ridge A - Room c-09,room,2616,768
4,a,2,c-07,Golden Ridge A - Room c-07,room,3344,544
4,a,2,c-08,Golden Ridge A - Room c-08,room,3864,0
4,a,2,c-10,Golden Ridge A - Room c-10,room,4184,0
4,a,3,d-00,Golden Ridge A - Room d-00,room,512,936
4,a,3,d-00b,Golden Ridge A - Room d-00b,room,0,760
4,a,3,d-01,Golden Ridge A - Room d-01,room,944,952
4,a,3,d-02,Golden Ridge A - Room d-02,room,1264,1000
4,a,3,d-03,Golden Ridge A - Room d-03,room,1640,992
4,a,3,d-04,Golden Ridge A - Room d-04,room,1968,944
4,a,3,d-05,Golden Ridge A - Room d-05,room,2784,944
4,a,3,d-06,Golden Ridge A - Room d-06,room,3152,880
4,a,3,d-07,Golden Ridge A - Room d-07,room,3720,904
4,a,3,d-08,Golden Ridge A - Room d-08,room,4272,784
4,a,3,d-09,Golden Ridge A - Room d-09,room,4640,744
4,a,3,d-10,Golden Ridge A - Room d-10,room,6048,0
4,b,0,a-00,Golden Ridge B - Golden Strawberry,golden,16,119
4,b,1,b-02,Golden Ridge B - Room b-02 Binoculars,bino,287,879
4,b,2,c-03,Golden Ridge B - Room c-03 Binoculars,bino,279,990
4,b,3,d-01,Golden Ridge B - Room d-01 Binoculars,bino,70,191
4,b,3,end,Golden Ridge B - Room end Binoculars,bino,86,207
4,b,1,b-00,Golden Ridge B - Stepping Stones,checkpoint,35,93
4,b,2,c-00,Golden Ridge B - Gusty Canyon,checkpoint,43,100
4,b,3,d-00,Golden Ridge B - Eye of the Storm,checkpoint,42,69
4,b,3,end,Golden Ridge B - Level Clear,clear,438,152
4,b,0,a-00,Golden Ridge B - Room a-00,room,0,240
4,b,0,a-01,Golden Ridge B - Room a-01,room,504,144
4,b,0,a-02,Golden Ridge B - Room a-02,room,1128,32
4,b,0,a-03,Golden Ridge B - Room a-03,room,1632,16
4,b,0,a-04,Golden Ridge B - Room a-04,room,2776,0
4,b,1,b-00,Golden Ridge B - Room b-00,room,0,1392
4,b,1,b-01,Golden Ridge B - Room b-01,room,424,1272
4,b,1,b-02,Golden Ridge B - Room b-02,room,808,368
4,b,1,b-03,Golden Ridge B - Room b-03,room,1072,184
4,b,1,b-04,Golden Ridge B - Room b-04,room,1432,0
4,b,2,c-00,Golden Ridge B - Room c-00,room,0,1032
4,b,2,c-01,Golden Ridge B - Room c-01,room,968,1024
4,b,2,c-02,Golden Ridge B - Room c-02,room,1688,1024
4,b,2,c-03,Golden Ridge B - Room c-03,room,2648,184
4,b,2,c-04,Golden Ridge B - Room c-04,room,2744,0
4,b,3,d-00,Golden Ridge B - Room d-00,room,0,112
4,b,3,d-01,Golden Ridge B - Room d-01,room,896,64
4,b,3,d-02,Golden Ridge B - Room d-02,room,1888,72
4,b,3,d-03,Golden Ridge B - Room d-03,room,2616,64
4,b,3,end,Golden Ridge B - Room end,room,4488,0
4,c,0,00,Golden Ridge C - Golden Strawberry,golden,16,88
4,c,0,01,Golden Ridge C - Room 01 Binoculars,bino,71,463
4,c,0,02,Golden Ridge C - Room 02 Binoculars,bino,23,55
4,c,0,02,Golden Ridge C - Level Clear,clear,2431,104
4,c,0,00,Golden Ridge C - Room 00,room,0,424
4,c,0,01,Golden Ridge C - Room 01,room,696,32
4,c,0,02,Golden Ridge C - Room 02,room,1016,0
5,a,0,a-00b,Mirror Temple A - Golden Strawberry,golden,367,139
5,a,0,a-00x,Mirror Temple A - Room a-00x Strawberry,berry,664,400
5,a,0,a-01,Mirror Temple A - Room a-01 Strawberry 1,berry,48,48
5,a,0,a-01,Mirror Temple A - Room a-01 Strawberry 2,berry,232,352
5,a,0,a-02,Mirror Temple A - Room a-02 Strawberry,berry,296,88
5,a,0,a-03,Mirror Temple A - Room a-03 Strawberry,berry,160,32
5,a,0,a-04,Mirror Temple A - Room a-04 Strawberry,berry,40,128
5,a,0,a-05,Mirror Temple A - Room a-05 Strawberry,berry,232,72
5,a,0,a-06,Mirror Temple A - Room a-06 Strawberry,berry,184,80
5,a,0,a-07,Mirror Temple A - Room a-07 Strawberry,berry,40,52
5,a,0,a-11,Mirror Temple A - Room a-11 Strawberry,berry,40,72
5,a,0,a-15,Mirror Temple A - Room a-15 Strawberry,berry,288,144
5,a,0,a-14,Mirror Temple A - Room a-14 Strawberry,berry,184,32
5,a,1,b-18,Mirror Temple A - Room b-18 Strawberry,berry,280,48
5,a,1,b-01c,Mirror Temple A - Room b-01c Strawberry,berry,232,32
5,a,1,b-20,Mirror Temple A - Room b-20 Strawberry 1,berry,240,64
5,a,1,b-20,Mirror Temple A - Room b-20 Strawberry 2,berry,504,64
5,a,1,b-21,Mirror Temple A - Room b-21 Strawberry,berry,88,48
5,a,1,b-03,Mirror Temple A - Room b-03 Strawberry,berry,120,24
5,a,1,b-05,Mirror Temple A - Room b-05 Strawberry,berry,288,96
5,a,1,b-10,Mirror Temple A - Room b-10 Strawberry,berry,40,80
5,a,1,b-12,Mirror Temple A - Room b-12 Strawberry,berry,160,120
5,a,1,b-17,Mirror Temple A - Room b-17 Strawberry 2,berry,272,216
5,a,1,b-17,Mirror Temple A - Room b-17 Strawberry 1,berry,152,40
5,a,2,c-08,Mirror Temple A - Room c-08 Strawberry,berry,336,128
5,a,3,d-04,Mirror Temple A - Room d-04 Strawberry 2,berry,392,216
5,a,3,d-04,Mirror Temple A - Room d-04 Strawberry 1,berry,368,32
5,a,3,d-15,Mirror Temple A - Room d-15 Strawberry 2,berry,400,328
5,a,3,d-15,Mirror Temple A - Room d-15 Strawberry 1,berry,56,352
5,a,3,d-13,Mirror Temple A - Room d-13 Strawberry,berry,88,120
5,a,3,d-19,Mirror Temple A - Room d-19 Strawberry,berry,184,40
5,a,4,e-06,Mirror Temple A - Room e-06 Strawberry,berry,432,48
5,a,1,b-22,Mirror Temple A - Room b-22 Binoculars,bino,30,95
5,a,1,b-00,Mirror Temple A - Depths,checkpoint,50,93
5,a,2,c-00,Mirror Temple A - Unravelling,checkpoint,159,45
5,a,3,d-00,Mirror Temple A - Search,checkpoint,159,469
5,a,4,e-00,Mirror Temple A - Rescue,checkpoint,159,97
5,a,0,a-08,Mirror Temple A - Entrance Key,key,255,254
5,a,1,b-04,Mirror Temple A - Depths Key,key,158,55
5,a,3,d-04,Mirror Temple A - Search Key 1,key,199,151
5,a,3,d-04,Mirror Temple A - Search Key 2,key,279,151
5,a,3,d-15,Mirror Temple A - Search Key 3,key,399,263
5,a,4,e-11,Mirror Temple A - Level Clear,clear,1087,106
5,a,1,b-22,Mirror Temple A - Cassette,cassette,166,47
5,a,1,b-15,Mirror Temple A - Crystal Heart,heart,174,65
5,a,0,a-00x,Mirror Temple A - Room a-00x,room,0,704
5,a,0,a-00b,Mirror Temple A - Room a-00b,room,696,840
5,a,0,a-00d,Mirror Temple A - Room a-00d,room,1152,840
5,a,0,a-00c,Mirror Temple A - Room a-00c,room,1568,768
5,a,0,a-00,Mirror Temple A - Room a-00,room,2080,792
5,a,0,a-01,Mirror Temple A - Room a-01,room,2560,544
5,a,0,a-02,Mirror Temple A - Room a-02,room,2968,1168
5,a,0,a-03,Mirror Temple A - Room a-03,room,2648,1168
5,a,0,a-04,Mirror Temple A - Room a-04,room,2328,1168
5,a,0,a-05,Mirror Temple A - Room a-05,room,2576,1352
5,a,0,a-06,Mirror Temple A - Room a-06,room,3040,1480
5,a,0,a-07,Mirror Temple A - Room a-07,room,2256,1480
5,a,0,a-08,Mirror Temple A - Room a-08,room,2864,200
5,a,0,a-10,Mirror Temple A - Room a-10,room,2544,272
5,a,0,a-09,Mirror Temple A - Room a-09,room,2224,272
5,a,0,a-11,Mirror Temple A - Room a-11,room,1904,272
5,a,0,a-12,Mirror Temple A - Room a-12,room,3184,272
5,a,0,a-15,Mirror Temple A - Room a-15,room,3408,88
5,a,0,a-14,Mirror Temple A - Room a-14,room,2992,0
5,a,0,a-13,Mirror Temple A - Room a-13,room,3056,824
5,a,1,b-00,Mirror Temple A - Room b-00,room,0,1312
5,a,1,b-18,Mirror Temple A - Room b-18,room,0,1128
5,a,1,b-01,Mirror Temple A - Room b-01,room,568,1128
5,a,1,b-01c,Mirror Temple A - Room b-01c,room,824,1496
5,a,1,b-20,Mirror Temple A - Room b-20,room,568,944
5,a,1,b-21,Mirror Temple A - Room b-21,room,248,872
5,a,1,b-01b,Mirror Temple A - Room b-01b,room,1216,1128
5,a,1,b-02,Mirror Temple A - Room b-02,room,1584,880
5,a,1,b-03,Mirror Temple A - Room b-03,room,1264,760
5,a,1,b-05,Mirror Temple A - Room b-05,room,1904,768
5,a,1,b-04,Mirror Temple A - Room b-04,room,1584,664
5,a,1,b-07,Mirror Temple A - Room b-07,room,1264,504
5,a,1,b-08,Mirror Temple A - Room b-08,room,1584,384
5,a,1,b-09,Mirror Temple A - Room b-09,room,1904,584
5,a,1,b-10,Mirror Temple A - Room b-10,room,1384,1560
5,a,1,b-11,Mirror Temple A - Room b-11,room,1904,1216
5,a,1,b-12,Mirror Temple A - Room b-12,room,1904,1560
5,a,1,b-13,Mirror Temple A - Room b-13,room,2224,1312
5,a,1,b-17,Mirror Temple A - Room b-17,room,2544,1312
5,a,1,b-22,Mirror Temple A - Room b-22,room,2952,1392
5,a,1,b-06,Mirror Temple A - Room b-06,room,1904,1032
5,a,1,b-19,Mirror Temple A - Room b-19,room,2992,1032
5,a,1,b-14,Mirror Temple A - Room b-14,room,4952,1032
5,a,1,b-15,Mirror Temple A - Room b-15,room,5272,1080
5,a,1,b-16,Mirror Temple A - Room b-16,room,4952,0
5,a,2,void,Mirror Temple A - Room void,room,1440,0
5,a,2,c-00,Mirror Temple A - Room c-00,room,0,120
5,a,2,c-01,Mirror Temple A - Room c-01,room,320,968
5,a,2,c-01b,Mirror Temple A - Room c-01b,room,864,968
5,a,2,c-01c,Mirror Temple A - Room c-01c,room,1184,968
5,a,2,c-08b,Mirror Temple A - Room c-08b,room,1592,968
5,a,2,c-08,Mirror Temple A - Room c-08,room,1968,968
5,a,2,c-10,Mirror Temple A - Room c-10,room,2344,968
5,a,2,c-12,Mirror Temple A - Room c-12,room,2664,968
5,a,2,c-07,Mirror Temple A - Room c-07,room,2984,968
5,a,2,c-11,Mirror Temple A - Room c-11,room,3456,968
5,a,2,c-09,Mirror Temple A - Room c-09,room,3776,968
5,a,2,c-13,Mirror Temple A - Room c-13,room,4096,968
5,a,3,d-00,Mirror Temple A - Room d-00,room,1136,736
5,a,3,d-01,Mirror Temple A - Room d-01,room,976,184
5,a,3,d-09,Mirror Temple A - Room d-09,room,656,184
5,a,3,d-04,Mirror Temple A - Room d-04,room,320,368
5,a,3,d-05,Mirror Temple A - Room d-05,room,784,736
5,a,3,d-06,Mirror Temple A - Room d-06,room,432,736
5,a,3,d-07,Mirror Temple A - Room d-07,room,1456,736
5,a,3,d-02,Mirror Temple A - Room d-02,room,784,1072
5,a,3,d-03,Mirror Temple A - Room d-03,room,448,1072
5,a,3,d-15,Mirror Temple A - Room d-15,room,1616,184
5,a,3,d-13,Mirror Temple A - Room d-13,room,1920,736
5,a,3,d-19,Mirror Temple A - Room d-19,room,0,584
5,a,3,d-19b,Mirror Temple A - Room d-19b,room,0,184
5,a,3,d-10,Mirror Temple A - Room d-10,room,320,184
5,a,3,d-20,Mirror Temple A - Room d-20,room,592,0
5,a,4,e-00,Mirror Temple A - Room e-00,room,0,104
5,a,4,e-01,Mirror Temple A - Room e-01,room,568,104
5,a,4,e-02,Mirror Temple A - Room e-02,room,888,104
5,a,4,e-03,Mirror Temple A - Room e-03,room,1264,104
5,a,4,e-04,Mirror Temple A - Room e-04,room,1776,104
5,a,4,e-06,Mirror Temple A - Room e-06,room,2272,104
5,a,4,e-05,Mirror Temple A - Room e-05,room,2936,104
5,a,4,e-07,Mirror Temple A - Room e-07,room,3256,104
5,a,4,e-08,Mirror Temple A - Room e-08,room,3944,104
5,a,4,e-09,Mirror Temple A - Room e-09,room,4512,104
5,a,4,e-10,Mirror Temple A - Room e-10,room,4952,32
5,a,4,e-11,Mirror Temple A - Room e-11,room,5664,0
5,b,0,start,Mirror Temple B - Golden Strawberry,golden,940,137
5,b,1,b-09,Mirror Temple B - Room b-09 Binoculars,bino,199,1007
5,b,1,b-00,Mirror Temple B - Central Chamber,checkpoint,159,117
5,b,2,c-00,Mirror Temple B - Through the Mirror,checkpoint,159,73
5,b,3,d-00,Mirror Temple B - Mix Master,checkpoint,31,145
5,b,1,b-02,Mirror Temple B - Central Chamber Key 1,key,71,279
5,b,1,b-02,Mirror Temple B - Central Chamber Key 2,key,247,279
5,b,3,d-05,Mirror Temple B - Level Clear,clear,727,120
5,b,0,start,Mirror Temple B - Room start,room,0,0
5,b,0,a-00,Mirror Temple B - Room a-00,room,1032,40
5,b,0,a-01,Mirror Temple B - Room a-01,room,1352,40
5,b,0,a-02,Mirror Temple B - Room a-02,room,2488,40
5,b,1,b-00,Mirror Temple B - Room b-00,room,720,1584
5,b,1,b-01,Mirror Temple B - Room b-01,room,1040,1584
5,b,1,b-04,Mirror Temple B - Room b-04,room,1040,1400
5,b,1,b-02,Mirror Temple B - Room b-02,room,720,1216
5,b,1,b-05,Mirror Temple B - Room b-05,room,400,1264
5,b,1,b-06,Mirror Temple B - Room b-06,room,0,1584
5,b,1,b-07,Mirror Temple B - Room b-07,room,1848,1400
5,b,1,b-03,Mirror Temple B - Room b-03,room,1040,1216
5,b,1,b-08,Mirror Temple B - Room b-08,room,720,1032
5,b,1,b-09,Mirror Temple B - Room b-09,room,608,0
5,b,2,c-00,Mirror Temple B - Room c-00,room,0,0
5,b,2,c-01,Mirror Temple B - Room c-01,room,320,848
5,b,2,c-02,Mirror Temple B - Room c-02,room,640,848
5,b,2,c-03,Mirror Temple B - Room c-03,room,1200,824
5,b,2,c-04,Mirror Temple B - Room c-04,room,1856,824
5,b,3,d-00,Mirror Temple B - Room d-00,room,0,0
5,b,3,d-01,Mirror Temple B - Room d-01,room,368,0
5,b,3,d-02,Mirror Temple B - Room d-02,room,1064,16
5,b,3,d-03,Mirror Temple B - Room d-03,room,1864,16
5,b,3,d-04,Mirror Temple B - Room d-04,room,2512,88
5,b,3,d-05,Mirror Temple B - Room d-05,room,2928,88
5,c,0,00,Mirror Temple C - Golden Strawberry,golden,17,124
5,c,0,02,Mirror Temple C - Room 02 Binoculars,bino,23,87
5,c,0,02,Mirror Temple C - Level Clear,clear,1527,40
5,c,0,00,Mirror Temple C - Room 00,room,0,40
5,c,0,01,Mirror Temple C - Room 01,room,488,0
5,c,0,02,Mirror Temple C - Room 02,room,808,16
6,a,1,00,Reflection A - Golden Strawberry,golden,519,121
6,a,2,04e,Reflection A - Room 04e Binoculars,bino,831,63
6,a,2,04,Reflection A - Hollows,checkpoint,399,1161
6,a,3,b-00,Reflection A - Reflection,checkpoint,47,137
6,a,4,boss-00,Reflection A - Rock Bottom,checkpoint,35,125
6,a,5,after-00,Reflection A - Resolution,checkpoint,167,325
6,a,5,after-02,Reflection A - Level Clear,clear,-1,-1
6,a,2,04e,Reflection A - Cassette,cassette,47,95
6,a,2,04c,Reflection A - Crystal Heart,heart,263,96
6,a,1,00,Reflection A - Room 00,room,272,2104
6,a,1,01,Reflection A - Room 01,room,272,1680
6,a,1,02,Reflection A - Room 02,room,320,680
6,a,1,03,Reflection A - Room 03,room,0,1000
6,a,1,02b,Reflection A - Room 02b,room,320,0
6,a,2,04,Reflection A - Room 04,room,872,0
6,a,2,04b,Reflection A - Room 04b,room,464,200
6,a,2,04c,Reflection A - Room 04c,room,144,248
6,a,2,04d,Reflection A - Room 04d,room,1512,1120
6,a,2,04e,Reflection A - Room 04e,room,0,1024
6,a,2,05,Reflection A - Room 05,room,1512,664
6,a,2,06,Reflection A - Room 06,room,2624,664
6,a,2,07,Reflection A - Room 07,room,3832,664
6,a,2,08a,Reflection A - Room 08a,room,4152,928
6,a,2,08b,Reflection A - Room 08b,room,4152,600
6,a,2,09,Reflection A - Room 09,room,4640,616
6,a,2,10a,Reflection A - Room 10a,room,4960,880
6,a,2,10b,Reflection A - Room 10b,room,4960,616
6,a,2,11,Reflection A - Room 11,room,5584,784
6,a,2,12a,Reflection A - Room 12a,room,5992,1016
6,a,2,12b,Reflection A - Room 12b,room,5992,744
6,a,2,13,Reflection A - Room 13,room,6512,744
6,a,2,14a,Reflection A - Room 14a,room,6832,944
6,a,2,14b,Reflection A - Room 14b,room,6832,696
6,a,2,15,Reflection A - Room 15,room,7216,800
6,a,2,16a,Reflection A - Room 16a,room,7536,952
6,a,2,16b,Reflection A - Room 16b,room,7536,768
6,a,2,17,Reflection A - Room 17,room,8144,728
6,a,2,18a,Reflection A - Room 18a,room,8464,992
6,a,2,18b,Reflection A - Room 18b,room,8464,696
6,a,2,19,Reflection A - Room 19,room,9240,728
6,a,2,20,Reflection A - Room 20,room,10400,896
6,a,3,b-00,Reflection A - Room b-00,room,144,408
6,a,3,b-00b,Reflection A - Room b-00b,room,320,0
6,a,3,b-00c,Reflection A - Room b-00c,room,0,56
6,a,3,b-01,Reflection A - Room b-01,room,776,408
6,a,3,b-02,Reflection A - Room b-02,room,1296,672
6,a,3,b-02b,Reflection A - Room b-02b,room,1808,2320
6,a,3,b-03,Reflection A - Room b-03,room,2296,3416
6,a,4,boss-00,Reflection A - Room boss-00,room,0,0
6,a,4,boss-01,Reflection A - Room boss-01,room,496,184
6,a,4,boss-02,Reflection A - Room boss-02,room,1144,368
6,a,4,boss-03,Reflection A - Room boss-03,room,1680,552
6,a,4,boss-04,Reflection A - Room boss-04,room,2192,736
6,a,4,boss-05,Reflection A - Room boss-05,room,2512,736
6,a,4,boss-06,Reflection A - Room boss-06,room,2728,920
6,a,4,boss-07,Reflection A - Room boss-07,room,3104,1104
6,a,4,boss-08,Reflection A - Room boss-08,room,3664,1288
6,a,4,boss-09,Reflection A - Room boss-09,room,3896,1744
6,a,4,boss-10,Reflection A - Room boss-10,room,4480,1744
6,a,4,boss-11,Reflection A - Room boss-11,room,4904,1744
6,a,4,boss-12,Reflection A - Room boss-12,room,5504,1928
6,a,4,boss-13,Reflection A - Room boss-13,room,5744,2448
6,a,4,boss-14,Reflection A - Room boss-14,room,6360,2448
6,a,4,boss-15,Reflection A - Room boss-15,room,6680,2448
6,a,4,boss-16,Reflection A - Room boss-16,room,6920,2632
6,a,4,boss-17,Reflection A - Room boss-17,room,7648,2632
6,a,4,boss-18,Reflection A - Room boss-18,room,8264,2816
6,a,4,boss-19,Reflection A - Room boss-19,room,8584,3464
6,a,4,boss-20,Reflection A - Room boss-20,room,10304,3464
6,a,5,after-00,Reflection A - Room after-00,room,0,2256
6,a,5,after-01,Reflection A - Room after-01,room,32,256
6,b,0,a-00,Reflection B - Golden Strawberry,golden,271,464
6,b,0,a-02,Reflection B - Room a-02 Binoculars,bino,295,231
6,b,0,a-06,Reflection B - Room a-06 Binoculars,bino,47,55
6,b,1,b-00,Reflection B - Reflection,checkpoint,47,69
6,b,2,c-00,Reflection B - Rock Bottom,checkpoint,31,112
6,b,3,d-00,Reflection B - Reprieve,checkpoint,31,73
6,b,3,d-05,Reflection B - Level Clear,clear,999,104
6,b,0,a-00,Reflection B - Room a-00,room,0,968
6,b,0,a-01,Reflection B - Room a-01,room,144,552
6,b,0,a-02,Reflection B - Room a-02,room,128,272
6,b,0,a-03,Reflection B - Room a-03,room,400,88
6,b,0,a-04,Reflection B - Room a-04,room,1032,88
