ID,Chapter,Side,Checkpoint,Room,Width,Height
6_a_2_19,6,a,2,19,1160,376
6_a_2_20,6,a,2,20,1296,184
6_a_5_after-00,6,a,5,after-00,320,416
6_a_5_after-01,6,a,5,after-01,320,2000
6_a_5_after-02,6,a,5,after-02,384,256
6_a_3_b-00,6,a,3,b-00,632,184
6_a_3_b-00b,6,a,3,b-00b,320,408
6_a_3_b-00c,6,a,3,b-00c,320,184
6_a_3_b-01,6,a,3,b-01,760,264
6_a_3_b-02,6,a,3,b-02,512,1832
6_a_3_b-02b,6,a,3,b-02b,488,1232
6_a_3_b-03,6,a,3,b-03,2440,184
6_a_4_boss-00,6,a,4,boss-00,608,184
6_a_4_boss-01,6,a,4,boss-01,752,184
6_a_4_boss-02,6,a,4,boss-02,640,184
6_a_4_boss-03,6,a,4,boss-03,640,184
6_a_4_boss-04,6,a,4,boss-04,320,184
6_a_4_boss-05,6,a,4,boss-05,320,184
6_a_4_boss-06,6,a,4,boss-06,480,184
6_a_4_boss-07,6,a,4,boss-07,664,184
6_a_4_boss-08,6,a,4,boss-08,320,456
6_a_4_boss-09,6,a,4,boss-09,584,184
6_a_4_boss-10,6,a,4,boss-10,424,184
6_a_4_boss-11,6,a,4,boss-11,704,184
6_a_4_boss-12,6,a,4,boss-12,320,520
6_a_4_boss-13,6,a,4,boss-13,616,184
6_a_4_boss-14,6,a,4,boss-14,320,184
6_a_4_boss-15,6,a,4,boss-15,320,184
6_a_4_boss-16,6,a,4,boss-16,728,184
6_a_4_boss-17,6,a,4,boss-17,728,184
6_a_4_boss-18,6,a,4,boss-18,320,832
6_a_4_boss-19,6,a,4,boss-19,1720,184
6_a_4_boss-20,6,a,4,boss-20,728,184
6_a_0_start,6,a,0,start,320,3160
6_b_0_a-00,6,b,0,a-00,408,536
6_b_0_a-01,6,b,0,a-01,320,416
6_b_0_a-02,6,b,0,a-02,368,280
6_b_0_a-03,6,b,0,a-03,632,184
6_b_0_a-04,6,b,0,a-04,648,184
6_b_0_a-05,6,b,0,a-05,1056,184
6_b_0_a-06,6,b,0,a-06,1144,184
6_b_1_b-00,6,b,1,b-00,632,264
6_b_1_b-01,6,b,1,b-01,320,856
6_b_1_b-02,6,b,1,b-02,320,856
6_b_1_b-03,6,b,1,b-03,320,752
6_b_1_b-04,6,b,1,b-04,320,752
6_b_1_b-05,6,b,1,b-05,320,752
6_b_1_b-06,6,b,1,b-06,320,784
6_b_1_b-07,6,b,1,b-07,320,752
6_b_1_b-08,6,b,1,b-08,320,856
6_b_1_b-10,6,b,1,b-10,1176,184
6_b_2_c-00,6,b,2,c-00,584,184
6_b_2_c-01,6,b,2,c-01,584,184
6_b_2_c-02,6,b,2,c-02,744,208
6_b_2_c-03,6,b,2,c-03,792,184
6_b_2_c-04,6,b,2,c-04,376,504
6_b_3_d-00,6,b,3,d-00,1280,184
6_b_3_d-01,6,b,3,d-01,912,184
6_b_3_d-02,6,b,3,d-02,720,192
6_b_3_d-03,6,b,3,d-03,320,664
6_b_3_d-04,6,b,3,d-04,1904,184
6_b_3_d-05,6,b,3,d-05,1104,184
6_c_0_00,6,c,0,00,624,184
6_c_0_01,6,c,0,01,320,800
6_c_0_02,6,c,0,02,1784,648
6_a_0,maps,6,.,6_a_0,320,3160
6_a_1,maps,6,.,6_a_1,992,2464
6_a_2,maps,6,.,6_a_2,11696,1344
6_a_3,maps,6,.,6_a_3,4736,3600
6_a_4,maps,6,.,6_a_4,11032,3648
6_a_5,maps,6,.,6_a_5,384,2672
6_b_0,maps,6,.,6_b_0,3880,1504
6_b_1,maps,6,.,6_b_1,4232,5703
6_b_2,maps,6,.,6_b_2,3080,663
6_b_3,maps,6,.,6_b_3,5856,800
6_c_0,maps,6,.,6_c_0,2728,1320
7_a_0_a-00,7,a,0,a-00,688,184
7_a_0_a-01,7,a,0,a-01,320,264
7_a_0_a-02,7,a,0,a-02,360,264
7_a_0_a-02b,7,a,0,a-02b,320,232
7_a_0_a-03,7,a,0,a-03,664,184
7_a_0_a-04,7,a,0,a-04,320,336
7_a_0_a-04b,7,a,0,a-04b,320,184
7_a_0_a-05,7,a,0,a-05,768,216
7_a_0_a-06,7,a,0,a-06,448,752
7_a_1_b-00,7,a,1,b-00,320,240
7_a_1_b-01,7,a,1,b-01,608,184
7_a_1_b-02,7,a,1,b-02,320,440
7_a_1_b-02b,7,a,1,b-02b,320,488
7_a_1_b-02c,7,a,1,b-02c,376,184
7_a_1_b-02d,7,a,1,b-02d,320,224
7_a_1_b-02e,7,a,1,b-02e,320,184
7_a_1_b-03,7,a,1,b-03,320,248
7_a_1_b-04,7,a,1,b-04,320,184
7_a_1_b-05,7,a,1,b-05,368,192
7_a_1_b-06,7,a,1,b-06,320,320
7_a_1_b-07,7,a,1,b-07,320,184
7_a_1_b-08,7,a,1,b-08,800,200
7_a_1_b-09,7,a,1,b-09,432,1208
7_a_2_c-00,7,a,2,c-00,856,184
7_a_2_c-01,7,a,2,c-01,320,440
7_a_2_c-02,7,a,2,c-02,320,208
7_a_2_c-03,7,a,2,c-03,984,208
7_a_2_c-03b,7,a,2,c-03b,480,208
7_a_2_c-04,7,a,2,c-04,648,216
7_a_2_c-05,7,a,2,c-05,320,384
7_a_2_c-06,7,a,2,c-06,320,552
7_a_2_c-06b,7,a,2,c-06b,320,552
7_a_2_c-06c,7,a,2,c-06c,520,280
7_a_2_c-07,7,a,2,c-07,1040,216
7_a_2_c-07b,7,a,2,c-07b,320,432
7_a_2_c-08,7,a,2,c-08,960,184
7_a_2_c-09,7,a,2,c-09,320,1016
7_a_3_d-00,7,a,3,d-00,320,184
7_a_3_d-01,7,a,3,d-01,544,184
7_a_3_d-01b,7,a,3,d-01b,320,184
7_a_3_d-01c,7,a,3,d-01c,320,184
7_a_3_d-01d,7,a,3,d-01d,320,184
7_a_3_d-02,7,a,3,d-02,320,184
7_a_3_d-03,7,a,3,d-03,1056,184
7_a_3_d-03b,7,a,3,d-03b,1120,184
7_a_3_d-04,7,a,3,d-04,320,184
7_a_3_d-05,7,a,3,d-05,856,200
7_a_3_d-05b,7,a,3,d-05b,320,184
7_a_3_d-06,7,a,3,d-06,496,184
7_a_3_d-07,7,a,3,d-07,320,184
7_a_3_d-08,7,a,3,d-08,320,184
7_a_3_d-09,7,a,3,d-09,320,184
7_a_3_d-10,7,a,3,d-10,424,184
7_a_3_d-10b,7,a,3,d-10b,336,360
7_a_3_d-11,7,a,3,d-11,320,1040
7_a_4_e-00,7,a,4,e-00,544,184
7_a_4_e-00b,7,a,4,e-00b,432,184
7_a_4_e-01,7,a,4,e-01,368,184
7_a_4_e-01b,7,a,4,e-01b,536,184
7_a_4_e-01c,7,a,4,e-01c,792,184
7_a_4_e-02,7,a,4,e-02,520,184
7_a_4_e-03,7,a,4,e-03,320,368
7_a_4_e-04,7,a,4,e-04,544,184
7_a_4_e-05,7,a,4,e-05,952,200
7_a_4_e-06,7,a,4,e-06,1024,216
7_a_4_e-07,7,a,4,e-07,320,760
7_a_4_e-08,7,a,4,e-08,320,224
7_a_4_e-09,7,a,4,e-09,320,184
7_a_4_e-10,7,a,4,e-10,1104,184
7_a_4_e-10b,7,a,4,e-10b,568,360
7_a_4_e-11,7,a,4,e-11,584,224
7_a_4_e-12,7,a,4,e-12,344,208
7_a_4_e-13,7,a,4,e-13,320,1408
7_a_5_f-00,7,a,5,f-00,1416,200
7_a_5_f-01,7,a,5,f-01,320,240
7_a_5_f-02,7,a,5,f-02,320,184
7_a_5_f-02b,7,a,5,f-02b,1216,184
7_a_5_f-03,7,a,5,f-03,592,184
7_a_5_f-04,7,a,5,f-04,576,184
7_a_5_f-05,7,a,5,f-05,320,184
7_a_5_f-06,7,a,5,f-06,344,264
7_a_5_f-07,7,a,5,f-07,320,224
7_a_5_f-08,7,a,5,f-08,520,184
7_a_5_f-08b,7,a,5,f-08b,384,184
7_a_5_f-08c,7,a,5,f-08c,784,184
7_a_5_f-08d,7,a,5,f-08d,384,184
7_a_5_f-09,7,a,5,f-09,664,184
7_a_5_f-10,7,a,5,f-10,368,184
7_a_5_f-10b,7,a,5,f-10b,672,184
7_a_5_f-11,7,a,5,f-11,320,1896
7_a_6_g-00,7,a,6,g-00,592,1840
7_a_6_g-00b,7,a,6,g-00b,640,3256
7_a_6_g-01,7,a,6,g-01,2560,3256
7_a_6_g-02,7,a,6,g-02,504,952
7_a_6_g-03,7,a,6,g-03,2096,3256
7_b_0_a-00,7,b,0,a-00,704,184
7_b_0_a-01,7,b,0,a-01,448,384
7_b_0_a-02,7,b,0,a-02,944,184
7_b_0_a-03,7,b,0,a-03,320,1304
7_b_1_b-00,7,b,1,b-00,320,448
7_b_1_b-01,7,b,1,b-01,320,736
7_b_1_b-02,7,b,1,b-02,1528,184
7_b_1_b-03,7,b,1,b-03,320,1440
7_b_2_c-00,7,b,2,c-00,672,184
7_b_2_c-01,7,b,2,c-01,1632,184
7_b_2_c-02,7,b,2,c-02,688,184
7_b_2_c-03,7,b,2,c-03,320,1832
7_b_3_d-00,7,b,3,d-00,1016,184
7_b_3_d-01,7,b,3,d-01,616,184
7_b_3_d-02,7,b,3,d-02,624,184
7_b_3_d-03,7,b,3,d-03,320,1232
7_b_4_e-00,7,b,4,e-00,784,184
7_b_4_e-01,7,b,4,e-01,968,184
7_b_4_e-02,7,b,4,e-02,768,184
7_b_4_e-03,7,b,4,e-03,320,1136
7_b_5_f-00,7,b,5,f-00,688,184
7_b_5_f-01,7,b,5,f-01,912,184
7_b_5_f-02,7,b,5,f-02,616,208
7_b_5_f-03,7,b,5,f-03,320,1704
7_b_6_g-00,7,b,6,g-00,320,2304
7_b_6_g-01,7,b,6,g-01,1792,1208
7_b_6_g-02,7,b,6,g-02,2344,2696
7_b_6_g-03,7,b,6,g-03,1064,856
7_c_0_01,7,c,0,01,808,824
7_c_0_02,7,c,0,02,760,248
7_c_0_03,7,c,0,03,3608,200
7_a_0,maps,7,.,7_a_0,3568,1584
7_a_1,maps,7,.,7_a_1,3256,2551
7_a_2,maps,7,.,7_a_2,4384,2855
7_a_3,maps,7,.,7_a_3,4983,1408
7_a_4,maps,7,.,7_a_4,6599,3024
7_a_5,maps,7,.,7_a_5,6088,2256
7_a_6,maps,7,.,7_a_6,3000,12560
7_b_0,maps,7,.,7_b_0,2415,1439
7_b_1,maps,7,.,7_b_1,1848,2704
7_b_2,maps,7,.,7_b_2,2919,2287
7_b_3,maps,7,.,7_b_3,2575,1248
7_b_4,maps,7,.,7_b_4,2527,1511
7_b_5,maps,7,.,7_b_5,2535,1935
7_b_6,maps,7,.,7_b_6,2344,7064
7_c_0,maps,7,.,7_c_0,4856,1272
8_a_0_bridge,8,a,0,bridge,1008,184
8_a_0_inside,8,a,0,inside,320,184
8_a_0_outside,8,a,0,outside,320,184
8_a_0_secret,8,a,0,secret,320,184
8_a_0,maps,8,.,8_a_0,2263,272
9_a_0_00,9,a,0,00,320,184
9_a_0_01,9,a,0,01,752,376
9_a_0_02,9,a,0,02,552,184
9_a_0_0x,9,a,0,0x,320,184
9_a_1_a-00,9,a,1,a-00,608,192
9_a_1_a-01,9,a,1,a-01,408,184
9_a_1_a-02,9,a,1,a-02,440,184
9_a_1_a-03,9,a,1,a-03,320,392
9_a_1_b-00,9,a,1,b-00,320,184
9_a_1_b-01,9,a,1,b-01,424,184
9_a_1_b-02,9,a,1,b-02,576,184
9_a_1_b-03,9,a,1,b-03,448,184
9_a_1_b-04,9,a,1,b-04,840,184
9_a_1_b-05,9,a,1,b-05,864,184
9_a_1_b-06,9,a,1,b-06,376,184
9_a_1_b-07,9,a,1,b-07,320,320
9_a_1_b-07b,9,a,1,b-07b,320,672
9_a_2_c-00,9,a,2,c-00,920,184
9_a_2_c-00b,9,a,2,c-00b,416,184
9_a_2_c-01,9,a,2,c-01,664,184
9_a_2_c-02,9,a,2,c-02,960,184
9_a_2_c-03,9,a,2,c-03,936,184
9_a_2_c-03b,9,a,2,c-03b,920,184
9_a_2_c-04,9,a,2,c-04,616,184
9_a_3_d-00,9,a,3,d-00,320,320
9_a_3_d-01,9,a,3,d-01,320,696
9_a_3_d-02,9,a,3,d-02,320,632
9_a_3_d-03,9,a,3,d-03,320,560
9_a_3_d-04,9,a,3,d-04,320,568
9_a_3_d-05,9,a,3,d-05,320,568
9_a_3_d-06,9,a,3,d-06,320,464
9_a_3_d-07,9,a,3,d-07,320,1488
9_a_3_d-08,9,a,3,d-08,1480,184
9_a_3_d-09,9,a,3,d-09,608,184
9_a_3_d-10,9,a,3,d-10,824,184
9_a_3_d-10b,9,a,3,d-10b,896,184
9_a_3_d-10c,9,a,3,d-10c,1952,184
9_a_3_d-11,9,a,3,d-11,1320,184
9_a_3_space,9,a,3,space,2296,320
9_b_0_00,9,b,0,00,320,184
9_b_0_01,9,b,0,01,320,184
9_b_1_a-00,9,b,1,a-00,672,184
9_b_1_a-01,9,b,1,a-01,680,184
9_b_1_a-02,9,b,1,a-02,544,184
9_b_1_a-03,9,b,1,a-03,744,184
9_b_1_a-04,9,b,1,a-04,648,184
9_b_1_a-05,9,b,1,a-05,544,232
9_b_2_b-00,9,b,2,b-00,320,184
9_b_2_b-01,9,b,2,b-01,872,184
9_b_2_b-02,9,b,2,b-02,912,184
9_b_2_b-03,9,b,2,b-03,1008,184
9_b_2_b-04,9,b,2,b-04,688,184
9_b_2_b-05,9,b,2,b-05,1040,184
9_b_3_c-01,9,b,3,c-01,320,640
9_b_3_c-02,9,b,3,c-02,320,520
9_b_3_c-03,9,b,3,c-03,320,768
9_b_3_c-04,9,b,3,c-04,320,1640
9_b_3_c-05,9,b,3,c-05,1448,184
9_b_3_c-06,9,b,3,c-06,752,184
9_b_3_c-07,9,b,3,c-07,536,184
9_b_3_c-08,9,b,3,c-08,536,184
9_b_3_space,9,b,3,space,2056,320
9_c_0_00,9,c,0,00,632,184
9_c_0_01,9,c,0,01,1120,184
9_c_0_02,9,c,0,02,5272,184
9_c_0_intro,9,c,0,intro,320,184
9_a_0,maps,9,.,9_a_0,1944,384
9_a_1,maps,9,.,9_a_1,3864,1888
9_a_2,maps,9,.,9_a_2,4096,368
9_a_3,maps,9,.,9_a_3,9376,5528
9_b_0,maps,9,.,9_b_0,640,184
9_b_1,maps,9,.,9_b_1,3303,416
9_b_2,maps,9,.,9_b_2,4840,494
9_b_3,maps,9,.,9_b_3,5367,3879
9_c_0,maps,9,.,9_c_0,7344,184
